Sentence;Word;Tag
229;dari;
229;sektor;
229;hutan;
229;dan;
229;lahan;
229;yang;
229;mencakup;
229;lahan;
229;emisi;
229;GRK;
229;dan/;
229;atau;
229;kebakaran;
229;hutan.;
230;"
Di";
230;akhir;
230;pertemuan,;
230;para;
230;delegasi;
230;sepakat;
230;untuk;
230;memperkuat;
230;kewaspadaan,;
230;mengutamakan;
230;langkah-langkah;
230;pencegahan,;
230;dan;
230;melakukan;
230;pemadaman;
230;kebakaran;
230;segera;
230;untuk;
230;mengurangi;
230;karhutla;
230;dan;
230;meminimalkan;
230;terjadinya;
230;kabut;
230;lintas;
230;batas;
230;selama;
230;periode;
230;cuaca;
230;kering.;
231;Kemudian,;
231;strategi;
231;pengelolaan;
231;lahan;
231;gambut;
231;berkelanjutan;
231;akan;
231;terus;
231;ditingkatkan,;
231;dalam;
231;mengatasi;
231;salah;
231;satu;
231;akar;
231;penyebab;
231;polusi;
231;asap;
231;lintas;
231;batas.;
232;"
Pertemuan";
232;juga;
232;mencatat;
232;kemajuan;
232;dalam;
232;finalisasi;
232;pembentukan;
232;ASEAN;B-org
232;Coordinating;I-org
232;Centre;I-org
232;for;I-org
232;Transboundary;I-org
232;Haze;I-org
232;Pollution;I-org
232;Control;I-org
232;(ACC;I-org
232;THPC);
232;di;
232;Indonesia.;B-geo
233;Pembentukan;
233;dan;
233;operasionalisasi;
233;ACC;B-org
233;THPC;I-org
233;ini;
233;dapat;
233;memperkuat;
233;implementasi;
233;yang;
233;lebih;
233;cepat;
233;dan;
233;efektif;
233;dari;
233;semua;
233;aspek;
233;Perjanjian;
233;Bebas;
233;Kabut;
233;Asap.;
234;"
Terakhir,";
234;para;
234;delegasi;
234;yang;
234;hadir;
234;sepakat;
234;untuk;
234;mempertimbangkan;
234;indikator;
234;bersama;
234;untuk;
234;20%;
234;pengurangan;
234;hotspot;
234;ASEAN;
234;untuk;
234;tahun;
234;depan;
234;dan;
234;peta;
234;jalan;
234;bebas;
234;kabut;
234;asap;
234;yang;
234;baru.;
235;"--

Wahana";B-org
235;Lingkungan;I-org
235;Hidup;I-org
235;Indonesia;I-org
235;(Walhi);I-org
235;menyatakan;
235;faktor;
235;alam;
235;paling;
235;berpengaruh;
235;dalam;
235;penurunan;
235;kabut;
235;asap;
235;akibat;
235;kebakaran;
235;hutan;
235;sepanjang;
235;2020-2021.;B-tim
236;Walhi;B-org
236;menyebut;
236;masih;
236;terjadi;
236;kebakaran;
236;hutan;
236;di;
236;sejumlah;
236;daerah.;
237;"
Hal";
237;ini;
237;merespons;
237;klaim;
237;Menteri;
237;Lingkungan;B-org
237;Hidup;I-org
237;dan;I-org
237;Kehutanan;I-org
237;Siti;B-per
237;Nurbaya;
237;yang;
237;menyebut;
237;Indonesia;B-geo
237;bebas;
237;kabut;
237;asap;
237;akibat;
237;kebakaran;
237;dalam;
237;dua;B-qty
237;tahun;I-qty
237;terakhir.;
238;"
""Betul";
238;kemudian;
238;itu;
238;menurun,;
238;tapi;
238;kan;
238;juga;
238;faktor;
238;cuaca;
238;dilihat.;
239;Buat;
239;kami;
239;sih;
239;faktor;
239;alam;
239;kali;
239;ini;
239;lebih;
239;menentukan,;
239;karena;
239;di;
239;luar;
239;kontrol;
239;kita;
239;"kan,""";
239;kata;
239;Manager;
239;Kampanye;
239;Pangan,;
239;Air,;
239;dan;
239;Ekosistem;
239;Esensial;
239;Walhi;B-org
239;Wahyu;B-per
239;Perdana;I-per
239;kepada;
239;CNNIndonesia.com;
239;melalui;
239;sambungan;
239;telepon,;
239;Selasa;B-tim
239;(26/10).;I-tim
240;"
ADVERTISEMENT";
240;SCROLL;
240;TO;
240;RESUME;
240;"CONTENT

Wahyu";
240;menyebut;
240;dalam;
240;menangani;
240;masalah;
240;karhutla,;
240;Kementerian;B-org
240;Lingkungan;I-org
240;Hidup;I-org
240;dan;I-org
240;Kehutanan;I-org
240;(KLHK);I-org
240;harus;
240;melakukan;
240;langkah;
240;strategis;
240;dan;
240;membuat;
240;regulasi;
240;yang;
240;memberikan;
240;efek;
240;jera;
240;ke;
240;pelaku;
240;pembakaran;
240;hutan;
240;dan;
240;lahan.;
241;"
Selain";
241;itu,;
241;kata;
241;Wahyu,;B-per
241;KLHK;B-org
241;juga;
241;jangan;
241;membiarkan;
241;pelepasan;
241;kawasan;
241;hutan;
241;di;
241;tengah;
241;menipisnya;
241;hutan;
241;di;
241;seluruh;
241;Indonesia.;B-geo
242;"
""Karena";
242;kalau;
242;dibiarkan,;
242;kalau;
242;itu;
242;berubah;
242;jadi;
242;konsesi,;
242;terjadi;
242;pembukaan;
242;lahan,;
242;berulang;
242;lagi;
242;itu;
242;kasus-kasus;
242;"karhutla,""";
242;ujarnya.;
243;"
Berdasarkan";
243;situs;
243;KLHK;B-org
243;yang;
243;bekerja;
243;sama;
243;dengan;
243;Lembaga;B-org
243;Penerbangan;I-org
243;dan;I-org
243;Antariksa;I-org
243;Nasional;I-org
243;(LAPAN);I-org
243;https://lowres-catalog.lapan.go.id/,;
243;menunjukkan;
243;karhutla;
243;masih;
243;terjadi;
243;di;
243;banyak;
243;titik.;
244;"
Hasil";
244;pantauan,;
244;Senin;B-tim
244;(25/10);I-tim
244;pukul;I-tim
244;10.42;I-tim
244;WIB,;I-tim
244;sistem;
244;hotspot;
244;memantau;
244;karhutla;
244;dengan;
244;tingkat;
244;kepercayaan;
244;'high';
244;atau;
244;di;
244;atas;
244;80;
244;persen.;
245;Kemudian,;
245;pada;
245;periode;
245;1;B-tim
245;Januari;I-tim
245;2020;I-tim
245;sampai;
245;30;B-tim
245;September;I-tim
245;2021;I-tim
245;tercatat;
245;17.801;B-qty
245;titik;I-qty
245;api.;I-qty
246;"
Sementara,";
246;berdasarkan;
246;data;
246;yang;
246;dikumpulkan;
246;dari;
246;Walhi;B-org
246;di;
246;setiap;
246;daerah,;
246;setidaknya;
246;karhutla;
246;masih;
246;terjadi;
246;di;
246;Jambi,;B-geo
246;Riau,;B-geo
246;dan;
246;Sumatera;B-geo
246;Selatan;I-geo
246;sampai;
246;2020.;
247;Karhutla;
247;terjadi;
247;selama;
247;berturut-turut;
247;di;
247;lahan;
247;konsesi;
247;yang;
247;sama.;
248;"
""Berikutnya";
248;dikonfirmasi;
248;oleh;
248;banyak;
248;eksekutif;
248;daerah;
248;kita,;
248;khususnya;
248;Jambi,;B-geo
248;Riau,;B-geo
248;Sumatera;B-geo
248;"Selatan,""";I-geo
248;kata;
248;Wahyu.;B-per
249;"
Persebaran";
249;Karhutla;
249;"2020-2021

Direktur";
249;Eksekutif;
249;Walhi;
249;Sumsel,;B-geo
249;Hairul;B-per
249;Sobri;I-per
249;juga;
249;mengungkapkan;
249;hal;
249;serupa.;
250;Berdasarkan;
250;data;
250;Balai;B-org
250;Pengendalian;I-org
250;Perubahan;I-org
250;Iklim;I-org
250;dan;
250;Kebakaran;B-org
250;Hutan;I-org
250;&;I-org
250;Lahan;I-org
250;(PPI;
250;dan;
250;Karhutla),;
250;karhutla;
250;di;
250;Sumsel;B-geo
250;setidaknya;
250;sudah;
250;mencapai;
250;2.000;B-qty
250;hektare;I-qty
250;(Ha).;I-qty
251;"
Kemudian";
251;karhutla;
251;di;
251;Aceh;B-geo
251;menghabiskan;
251;938;B-qty
251;Ha;I-qty
251;pada;
251;2020;B-tim
251;dan;
251;634;B-qty
251;Ha;I-qty
251;pada;
251;2021.;B-tim
252;Kemudian;
252;di;
252;Riau;B-geo
252;menghanguskan;
252;14.939;B-qty
252;Ha;I-qty
252;pada;
252;2020;B-tim
252;dan;
252;6.648;B-qty
252;sepanjang;
252;2021.;B-tim
253;Karhutla;
253;di;
253;Lampung;B-geo
253;mencapai;
253;789;B-qty
253;Ha;I-qty
253;pada;
253;2020;B-tim
253;dan;
253;918;B-qty
253;Ha;I-qty
253;pada;
253;2021.;B-tim
254;"
Karhutla";
254;juga;
254;terjadi;
254;di;
254;Sumut;B-geo
254;dengan;
254;luas;
254;mencapai;
254;1.907;B-qty
254;Ha;I-qty
254;pada;
254;2020;B-tim
254;dan;
254;tahun;
254;berikutnya;
254;sekitar;
254;1.118;B-qty
254;Ha.;I-qty
254;Lalu;
254;di;
254;Kepulauan;B-geo
254;Riau;I-geo
254;sebanyak;
254;8.805;B-qty
254;Ha;I-qty
254;pada;
254;2020;B-tim
254;dan;
254;1.574;B-qty
254;Ha;I-qty
254;pada;
254;2021.;B-tim
255;"
""Kita";
255;bingung.;
256;Kok;
256;bisa;
256;mereka;
256;klaim;
256;bebas;
256;(kabut;
256;asap);
256;dari;
256;"kebakaran,""";
256;kata;
256;Hairul.;B-per
257;"


Hairul";
257;mengakui;
257;terjadi;
257;penurunan;
257;kasus;
257;karhutla,;
257;tetapi;
257;bukan;
257;berarti;
257;tidak;
257;ada;
257;sama;
257;sekali.;
258;Kondisi;
258;ini;
258;antara;
258;lain;
258;dipengaruhi;
258;oleh;
258;sistem;
258;pendanaan;
258;yang;
258;lebih;
258;baik;
258;dari;
258;sebelumnya,;
258;pertambahan;
258;jumlah;
258;petugas,;
258;dan;
258;karena;
258;situasi;
258;pandemi;
258;Covid-19.;
259;"
""Ditambah";
259;lagi;
259;situasi;
259;pandemi;
259;yang;
259;sangat;
259;signifikan;
259;menekan;
259;aktivitas;
259;"industri,""";
259;ujarnya.;
260;"
""Tapi";
260;ini;
260;akan;
260;sia-sia;
260;sepanjang;
260;waktu;
260;penyesuaian;
260;Omnibus;
260;Law,;
260;yang;
260;akan;
260;memfasilitasi;
260;industri;
260;dalam;
260;hal;
260;eksploitasi;
260;SDA.;
261;Kita;
261;akan;
261;melihat;
261;perubahan;
261;ini;
261;dalam;
261;1-2;B-qty
261;tahun;I-qty
261;ke;
261;"depan,""";
261;imbuhnya.;
262;"
Sebelumnya,";
262;Siti;B-per
262;Nurbaya;I-per
262;mengklaim;
262;berhasil;
262;melewati;
262;dua;
262;tahun;
262;tanpa;
262;kebakaran;
262;besar;
262;yang;
262;menyebabkan;
262;kabut;
262;asap;
262;sepanjang;
262;2020-2021.;B-tim
263;Hal;
263;ini;
263;menandai;
263;keberhasilan;
263;Indonesia;
263;terlepas;
263;dari;
263;bencana;
263;ganda;
263;yaitu;
263;pandemi;
263;Covid-19;
263;dan;
263;kabut;
263;asap.;
264;"
""Dengan";
264;melihat;
264;pada;
264;bukti;
264;dan;
264;tren;
264;yang;
264;bersumber;
264;di;
264;lapangan;
264;serta;
264;pemantauan;
264;satelit;
264;selama;
264;10;B-qty
264;bulan;I-qty
264;terakhir,;
264;di;
264;samping;
264;prediksi;
264;hingga;
264;akhir;
264;bulan;
264;ini,;
264;Indonesia;B-geo
264;dapat;
264;dipastikan;
264;akan;
264;bebas,;
264;sekali;
264;lagi,;
264;dari;
264;bencana;
264;ganda;
264;tahun;
264;"ini,""";
264;kata;
264;Menteri;B-org
264;LHK;I-org
264;Siti;B-per
264;Nurbaya,;I-per
264;Rabu;B-tim
264;(20/10).;I-tim
265;"
Catatan";
265;Redaksi:;
265;Judul;
265;berita;
265;ini;
265;diubah;
265;pada;
265;Rabu;B-tim
265;(27/10);I-tim
265;karena;
265;misinterpretasi;
265;dari;
265;redaksi.;
266;Sebelumnya;
266;berjudul;
266;"""Walhi";
266;Preteli;
266;Klaim;
266;Menteri;
266;LHK;
266;Soal;
266;RI;
266;Bebas;
266;Kebakaran;
266;"Hutan"".";
267;"Wilayah

Aceh";
267;Sumatera;B-geo
267;Utara;I-geo
267;Sumatera;B-geo
267;Barat;I-geo
267;Riau;B-geo
267;Kepulauan;B-geo
267;Riau;I-geo
267;Jambi;B-geo
267;Bengkulu;B-geo
267;Sumatera;B-geo
267;Selatan;I-geo
267;Bangka;B-geo
267;Belitung;B-geo
267;Lampung;B-geo
267;Banten;B-geo
267;DKI;B-geo
267;Jakarta;B-geo
267;Jawa;B-geo
267;Barat;I-geo
267;Jawa;B-geo
267;Tengah;I-geo
267;Jawa;B-geo
267;Timur;I-geo
267;DI;B-geo
267;Yogyakarta;I-geo
267;Bali;B-geo
267;Nusa;B-geo
267;Tenggara;I-geo
267;Barat;I-geo
267;Nusa;B-geo
267;Tenggara;I-geo
267;Timur;I-geo
267;Kalimantan;B-geo
267;Barat;I-geo
267;Kalimantan;B-geo
267;Selatan;I-geo
267;Kalimantan;B-geo
267;Tengah;I-geo
267;Kalimantan;B-geo
267;Timur;I-geo
267;Kalimantan;B-geo
267;Utara;I-geo
267;Gorontalo;B-geo
267;Sulawesi;B-geo
267;Barat;I-geo
267;Sulawesi;B-geo
267;Selatan;I-geo
267;Sulawesi;B-geo
267;Tenggara;I-geo
267;Sulawesi;B-geo
267;Tengah;I-geo
267;Sulawesi;B-geo
267;Utara;I-geo
267;Maluku;B-geo
267;Maluku;B-geo
267;Utara;I-geo
267;Papua;B-geo
267;Barat;I-geo
267;Papua;
267;ASEAN;
267;Indonesia;B-geo
267;Sumatera;B-geo
267;"Kalimantan

Index";
268;Kebakaran;
268;hutan,;
268;kebakaran;
268;liar,;
268;atau;
268;kebakaran;
268;pedesaan;
268;adalah;
268;api;
268;yang;
268;tidak;
268;terkendali;
268;di;
268;daerah;
268;memiliki;
268;vegetasi;
268;yang;
268;mudah;
268;terbakar;
268;dan;
268;terjadi;
268;di;
268;daerah;
268;pedesaan.[1];
268;Bergantung;
268;pada;
268;jenis;
268;vegetasi;
268;yang;
268;ada,;
268;api;
268;liar;
268;juga;
268;dapat;
268;diklasifikasikan;
268;lebih;
268;spesifik;
268;sebagai;
268;kebakaran;
268;semak;
268;(di;
268;Australia),;
268;kebakaran;
268;padang;
268;pasir,;
268;kebakaran;
268;hutan,;
268;kebakaran;
268;rumput,;
268;kebakaran;
268;bukit,;
268;kebakaran;
268;gambut,;
268;atau;
268;kebakaran;
268;vegetasi.[2];
268;Banyak;
268;organisasi;
268;menganggap;
268;kebakaran;
268;liar;
268;sebagai;
268;api;
268;yang;
268;tidak;
268;direncanakan;
268;dan;
268;tidak;
268;diinginkan,[3];
268;sementara;
268;kebakaran;
268;hutan;
268;adalah;
268;istilah;
268;yang;
268;lebih;
268;luas.[3][4];
268;Penyebab;
268;umum;
268;termasuk;
268;petir,;
268;kecerobohan;
268;manusia,;
268;dan;
268;pembakaran;
268;yang;
268;disengaja.;
269;"
Arang";
269;fosil;
269;menunjukkan;
269;bahwa;
269;kebakaran;
269;hutan;
269;dimulai;
269;segera;
269;setelah;
269;munculnya;
269;tanaman;
269;di;
269;daratan;
269;420;
269;juta;
269;tahun;
269;yang;
269;lalu.[5];
269;Kebakaran;
269;hutan;
269;yang;
269;terjadi;
269;sepanjang;
269;sejarah;
269;kehidupan;
269;di;
269;darat;
269;mengundang;
269;dugaan;
269;bahwa;
269;api;
269;pasti;
269;telah;
269;mengakibatkan;
269;efek;
269;evolusi;
269;pada;
269;sebagian;
269;besar;
269;flora;
269;dan;
269;fauna;
269;ekosistem.[6];
269;Bumi;
269;adalah;
269;planet;
269;yang;
269;secara;
269;intrinsik;
269;mudah;
269;terbakar;
269;karena;
269;vegetasinya;
269;yang;
269;kaya;
269;karbon,;
269;iklim;
269;kering;
269;musiman,;
269;oksigen;
269;atmosfer,;
269;dan;
269;pemantikan;
269;oleh;
269;petir;
269;dan;
269;vulkanik;
269;yang;
269;"meluas.[6]

Kebakaran";
269;hutan;
269;dapat;
269;dikarakterisasi;
269;dalam;
269;hal;
269;penyebab;
269;penyalaan,;
269;sifat;
269;fisiknya,;
269;bahan;
269;yang;
269;mudah;
269;terbakar,;
269;dan;
269;efek;
269;cuaca;
269;pada;
269;api.[7];
269;Kebakaran;
269;hutan;
269;dapat;
269;menyebabkan;
269;kerusakan;
269;pada;
269;harta;
269;benda;
269;dan;
269;kehidupan;
269;manusia,;
269;meskipun;
269;kebakaran;
269;hutan;
269;yang;
269;terjadi;
269;secara;
269;alami;
269;mungkin;
269;memiliki;
269;efek;
269;menguntungkan;
269;pada;
269;vegetasi;
269;asli,;
269;hewan,;
269;dan;
269;ekosistem;
269;yang;
269;telah;
269;berevolusi;
269;dengan;
269;"api.[8][9]

Ada";
269;tiga;
269;penyebab;
269;alami;
269;utama;
269;penyulutan;
269;kebakaran;
269;"hutan:[10][11]

Penyebab";
269;langsung;
269;yang;
269;paling;
269;umum;
269;dari;
269;manusia;
269;terhadap;
269;api;
269;adalah;
269;pembakaran;
269;yang;
269;disengaja,;
269;rokok;
269;yang;
269;dibuang,;
269;busur;
269;kabel;
269;listrik;
269;(seperti;
269;yang;
269;dideteksi;
269;oleh;
269;pemetaan;
269;busur),;
269;dan;
269;percikan;
269;dari;
269;peralatan.[12][13];
269;Penyulutan;
269;kebakaran;
269;hutan;
269;liar;
269;melalui;
269;kontak;
269;dengan;
269;pecahan;
269;peluru;
269;senapan;
269;yang;
269;panas;
269;juga;
269;dimungkinkan;
269;dalam;
269;kondisi;
269;yang;
269;tepat.[14];
269;Kebakaran;
269;hutan;
269;juga;
269;dapat;
269;dimulai;
269;di;
269;masyarakat;
269;yang;
269;mengalami;
269;perladangan;
269;berpindah,;
269;yaitu;
269;ketika;
269;tanah;
269;dibuka;
269;dan;
269;ditanami;
269;dengan;
269;cepat;
269;hingga;
269;tanah;
269;kehilangan;
269;kesuburannya,;
269;dan;
269;dilakukannya;
269;pembersihan;
269;dengan;
269;cara;
269;menebang;
269;serta;
269;membakar;
269;lahan.[15];
269;Daerah;
269;berhutan;
269;yang;
269;ditebangi;
269;oleh;
269;penebangan;
269;mendorong;
269;dominasi;
269;rumput;
269;yang;
269;mudah;
269;terbakar,;
269;dan;
269;jalan-jalan;
269;pembalakan;
269;hutan;
269;yang;
269;ditumbuhi;
269;vegetasi;
269;dapat;
269;berperan;
269;sebagai;
269;koridor;
269;api.;
270;Kebakaran;
270;padang;
270;rumput;
270;tahunan;
270;di;
270;Vietnam;B-geo
270;selatan;
270;sebagian;
270;berasal;
270;dari;
270;penghancuran;
270;daerah;
270;berhutan;
270;oleh;
270;herbisida;
270;militer;
270;AS,;
270;bahan;
270;peledak,;
270;dan;
270;operasi;
270;pembersihan;
270;lahan;
270;secara;
270;mekanis;
270;dan;
270;pembakaran;
270;selama;
270;Perang;
270;"Vietnam.[16]

Penyebab";
270;paling;
270;umum;
270;dari;
270;kebakaran;
270;hutan;
270;bervariasi;
270;di;
270;seluruh;
270;dunia.;
271;Di;
271;Kanada;B-geo
271;dan;
271;Tiongkok;B-geo
271;bagian;
271;barat;
271;laut,;
271;kilat;
271;berperan;
271;sebagai;
271;sumber;
271;utama;
271;penyulutan.;
272;Di;
272;bagian;
272;lain;
272;dunia,;
272;keterlibatan;
272;manusia;
272;adalah;
272;kontributor;
272;utama.;
273;Di;
273;Afrika,;B-geo
273;Amerika;B-geo
273;Tengah,;I-geo
273;Fiji,;B-geo
273;Meksiko,;B-geo
273;Selandia;B-geo
273;Baru,;I-geo
273;Amerika;B-geo
273;Selatan,;I-geo
273;dan;
273;Asia;B-geo
273;Tenggara,;I-geo
273;kebakaran;
273;hutan;
273;dapat;
273;dikaitkan;
273;dengan;
273;aktivitas;
273;manusia;
273;seperti;
273;pertanian,;
273;peternakan,;
273;dan;
273;pembakaran;
273;konversi;
273;lahan.;
274;Di;
274;Tiongkok;B-geo
274;dan;
274;di;
274;Cekungan;B-geo
274;Mediterania,;I-geo
274;kecerobohan;
274;manusia;
274;adalah;
274;penyebab;
274;utama;
274;kebakaran;
274;hutan.[17][18];
274;Di;
274;Amerika;B-geo
274;Serikat;I-geo
274;dan;
274;Australia,;B-geo
274;sumber;
274;kebakaran;
274;hutan;
274;dapat;
274;ditelusuri;
274;baik;
274;untuk;
274;sambaran;
274;petir;
274;dan;
274;aktivitas;
274;manusia;
274;(seperti;
274;percikan;
274;api;
274;mesin,;
274;puntung;
274;rokok;
274;yang;
274;terbuang,;
274;atau;
274;pembakaran).[19][20];
274;Kebakaran;
274;lapisan;
274;batubara;
274;membakar;
274;ribuan;
274;di;
274;seluruh;
274;dunia,;
274;seperti;
274;yang;
274;terjadi;
274;di;
274;Burning;B-geo
274;Mountain,;I-geo
274;New;B-geo
274;South;I-geo
274;"Wales;";I-geo
274;Centralia,;
274;Pennsylvania,;B-geo
274;dan;
274;beberapa;
274;kebakaran;
274;batu;
274;bara;
274;di;
274;Tiongkok.;B-geo
275;Kebakaran;
275;jenis;
275;ini;
275;juga;
275;dapat;
275;membesar;
275;secara;
275;tiba-tiba;
275;dan;
275;menyulut;
275;bahan;
275;yang;
275;mudah;
275;terbakar;
275;di;
275;"dekatnya.[21]

Ciri";
275;fisik;
275;[;
275;sunting;
275;|;
275;sunting;
275;sumber;
275;"]

Kebakaran";
275;hutan;
275;terjadi;
275;ketika;
275;semua;
275;elemen;
275;yang;
275;diperlukan;
275;dalam;
275;penyulutan;
275;api;
275;dikumpulkan;
275;di;
275;area;
275;yang;
275;rentan:;
275;sumber;
275;penyalaan;
275;dihadapkan;
275;dengan;
275;bahan;
275;yang;
275;mudah;
275;terbakar;
275;seperti;
275;vegetasi,;
275;yang;
275;mengalami;
275;panas;
275;yang;
275;cukup;
275;dan;
275;memiliki;
275;pasokan;
275;oksigen;
275;yang;
275;cukup;
275;dari;
275;udara;
275;sekitar.;
276;Kadar;
276;air;
276;yang;
276;tinggi;
276;biasanya;
276;mencegah;
276;penyulutan;
276;dan;
276;memperlambat;
276;perambatan,;
276;karena;
276;suhu;
276;yang;
276;lebih;
276;tinggi;
276;diperlukan;
276;untuk;
276;menguapkan;
276;air;
276;di;
276;dalam;
276;material;
276;dan;
276;memanaskan;
276;material;
276;mencapai;
276;titik;
276;api.[22][23];
276;Hutan;
276;lebat;
276;biasanya;
276;memberikan;
276;lebih;
276;banyak;
276;bayangan,;
276;menghasilkan;
276;suhu;
276;lingkungan;
276;yang;
276;lebih;
276;rendah;
276;dan;
276;kelembaban;
276;yang;
276;lebih;
276;besar,;
276;dan;
276;karena;
276;hal-hal;
276;itulah;
276;hutan;
276;lebat;
276;tidak;
276;begitu;
276;rentan;
276;terhadap;
276;kebakaran;
276;hutan.[24];
276;Bahan;
276;yang;
276;kurang;
276;padat;
276;seperti;
276;rumput;
276;dan;
276;daun;
276;lebih;
276;mudah;
276;terbakar;
276;karena;
276;mengandung;
276;lebih;
276;sedikit;
276;air;
276;daripada;
276;bahan;
276;yang;
276;lebih;
276;padat;
276;seperti;
276;cabang;
276;dan;
276;batang.[25];
276;Tanaman;
276;terus;
276;menerus;
276;kehilangan;
276;air;
276;karena;
276;evapotranspirasi,;
276;tetapi;
276;kehilangan;
276;air;
276;ini;
276;biasanya;
276;diseimbangkan;
276;dengan;
276;air;
276;yang;
276;diserap;
276;dari;
276;tanah,;
276;kelembaban,;
276;atau;
276;hujan.[26];
276;Ketika;
276;keseimbangan;
276;ini;
276;tidak;
276;dipertahankan,;
276;tanaman;
276;mengering;
276;dan;
276;karenanya;
276;lebih;
276;mudah;
276;terbakar,;
276;sering;
276;kali;
276;sebagai;
276;akibat;
276;dari;
276;"kekeringan.[27]

Kebakaran";
276;hutan;
276;"besar

Jumlah";
276;luas;
276;hutan;
276;yang;
276;terbakar;
276;setiap;
276;tahunnya;
276;"sekitar:

Prancis:";
276;21.100;B-qty
276;hektare;I-qty
276;(211;B-qty
276;km²,;I-qty
276;52.140;B-qty
276;ekar,;I-qty
276;81;B-qty
276;mil²;I-qty
276;";";
276;0,04%;B-qty
276;"Prancis

Portugal:";
276;1991:;
276;182.000;B-qty
276;ha;I-qty
276;(1.820;B-qty
276;km²,;I-qty
276;449.732;B-qty
276;ekar,;I-qty
276;703;B-qty
276;"mil²;";I-qty
276;2%;B-qty
276;wilayah;I-qty
276;negara);I-qty
276;2003:;
276;424.900;B-qty
276;ha;I-qty
276;(4.249;B-qty
276;km²,;I-qty
276;1,05;B-qty
276;juta;I-qty
276;ekar,;I-qty
276;1.641;B-qty
276;"mil²;";I-qty
276;4,6%;B-qty
276;wilayah;I-qty
276;"negara;";I-qty
276;20;B-qty
276;meninggal);I-qty
276;2004:;
276;120.530;B-qty
276;ha;I-qty
276;(1.205,3;B-qty
276;km²,;I-qty
276;297.836;B-qty
276;ekar,;I-qty
276;465;B-qty
276;"mil²;";I-qty
276;1,3%;B-qty
276;wilayah;I-qty
276;negara);I-qty
276;2005:;
276;286.400;B-qty
276;ha;I-qty
276;(2.864;B-qty
276;km²,;I-qty
276;707.668;B-qty
276;ekar,;I-qty
276;1.106;B-qty
276;"mil²;";I-qty
276;3.1%;B-qty
276;wilayah;I-qty
276;"negara;";I-qty
276;17;B-qty
276;"meninggal)

Amerika";I-qty
276;Serikat:;
276;1,74;B-qty
276;juta;I-qty
276;hektare;I-qty
276;(17.400;B-qty
276;km²,;I-qty
276;4,3;B-qty
276;juta;I-qty
276;ekar,;I-qty
276;6.718;B-qty
276;"mil²;";I-qty
276;0,18%;B-qty
276;wilayah;I-qty
276;negara);I-qty
276;-;
276;Sumber;
276;data:;
276;sebelum;
276;1997;
276;dari;
276;Badan;B-org
276;Pengendalian;I-org
276;Dampak;I-org
276;Lingkungan;I-org
276;(BAPEDAL);I-org
276;dan;
276;Canadian;B-org
276;International;I-org
276;Development;I-org
276;Agency;I-org
276;(CIDA);I-org
276;-;
276;Collaborative;B-org
276;Environmental;I-org
276;Project;I-org
276;in;I-org
276;Indonesia;I-org
276;(CEPI).;I-org
277;Data;
277;1997/1998;
277;dari;
277;Asian;
277;Development;B-org
277;Bank;I-org
277;(ADB);I-org
277;.;
278;Data;
278;1999-2005;
278;berasal;
278;dari;
278;Departemen;B-org
278;Kehutanan;I-org
278;Indonesia.;I-org
279;1982;
279;dan;
279;1983:;
279;3,6;B-qty
279;juta;I-qty
279;hektare;I-qty
279;(;
279;36.000;B-qty
279;km²,;I-qty
279;8,9;B-qty
279;juta;I-qty
279;ekar,;I-qty
279;13.900;B-qty
279;mil²).;I-qty
280;1987:;
280;49.323;B-qty
280;hektare;I-qty
280;(;
280;492;B-qty
280;km²,;I-qty
280;121.880;B-qty
280;ekar,;I-qty
280;190;B-qty
280;mil²).;I-qty
281;1991:;
281;118.881;B-qty
281;hektare;I-qty
281;(1.189;B-qty
281;km²,;I-qty
281;293.761;B-qty
281;ekar,;I-qty
281;459;B-qty
281;mil²).;I-qty
282;1994:;
282;161.798;B-qty
282;hektare;I-qty
282;(1.618;B-qty
282;km²,;I-qty
282;399.812;B-qty
282;ekar,;I-qty
282;625;B-qty
282;mil²).;I-qty
283;1997;
283;dan;
283;1998:;
283;9,8;B-qty
283;juta;I-qty
283;hektare;I-qty
283;(;
283;97.550;B-qty
283;km²,;I-qty
283;24,1;B-qty
283;juta;I-qty
283;ekar,;I-qty
283;37.664;B-qty
283;mil²).;I-qty
284;Sumber;
284;data;
284;dari;
284;ADB.;
285;1999:;
285;44.090;B-qty
285;hektare;I-qty
285;(441;B-qty
285;km²,;I-qty
285;108.989;B-qty
285;ekar,;I-qty
285;170;B-qty
285;mil²;I-qty
285;).;
286;2000:;
286;8.255;B-qty
286;hektare;I-qty
286;(;
286;83;B-qty
286;km²,;I-qty
286;20.399;B-qty
286;ekar,;I-qty
286;32;B-qty
286;mil²).;I-qty
287;2001:;
287;14.351;B-qty
287;hektare;I-qty
287;(144;B-qty
287;km²,;I-qty
287;35.462;B-qty
287;ekar,;I-qty
287;55;B-qty
287;mil²).;I-qty
288;2002:;
288;36.691;B-qty
288;hektare;I-qty
288;(367;B-qty
288;km²,;I-qty
288;90.665;B-qty
288;ekar,;I-qty
288;142;B-qty
288;mil²).;I-qty
289;2003:;
289;3.745;B-qty
289;hektare;I-qty
289;(;
289;37;B-qty
289;km²,;I-qty
289;9.254;B-qty
289;ekar,;I-qty
289;14;B-qty
289;mil²).;I-qty
290;2004:;
290;13.991;B-qty
290;hektare;I-qty
290;(140;B-qty
290;km²,;I-qty
290;34.573;B-qty
