id,screen_name,text,clean_text,dt,label_id,is_predict,label_name,label,Desc
240,halloriau,"PT SRL Kembali Menandatangani MoU Desa Bebas Api Untuk Tekan Karhutla di Rupat
https://t.co/pb2RwVWvZy",pt srl menandatangani mou desa bebas api tekan karhutla rupat,2022-07-01 3:47:31,1,1,pencegahan,penanggulangan,
241,kodim0313kpr,BABINSA DAN BHABINKAMTIBMAS PATROLI KARHUTLA DI DESA BINAAN https://t.co/ILS092doow,babinsa bhabinkamtibmas patroli karhutla desa bina,2022-07-01 3:52:11,2,1,kebakaran,pencegahan,
242,riaurealitacom,"Didesa Koto Inuman, Babinsa Koramil 06/Cerenti Kodim 0302/Inhu Waspada Karhutla Babinsa Gencarkan Patroli Dan Sosialisasi Karhutla Didesa Binaan https://t.co/YeK0z5otGf https://t.co/JW8RQE7cM5",desa koto inuman babinsa koramil cerenti kodim inhu waspada karhutla babinsa gencar patroli sosialisasi karhutla desa bina,2022-07-01 4:26:16,2,1,kebakaran,pencegahan,
243,MedialokalCo,"Cegah Karhutla, Babinsa Koramil 04/Kuindra Lakukan Patroli dan Sosialisasi Bersama Masyarakat Petani Kelapa https://t.co/5XFLAwRmNa https://t.co/mgl4GPRXk6",cegah karhutla babinsa koramil indra laku patroli sosialisasi sama masyarakat tani kelapa,2022-07-01 4:46:07,1,1,pencegahan,pencegahan,
244,InspirasiTala,Pemkab Tala Tetapkan Status Siaga Karhutla dan PMK https://t.co/24rqrSJKwK,pemkab tala tetap status siaga karhutla danpmk,2022-07-01 5:41:15,2,1,kebakaran,penanggulangan,
245,jawapos,Mantapkan Kesiapan Penanganan Karhutla https://t.co/T4wucLwNo4,mantap kesiap tangan karhutla,2022-07-01 5:58:28,3,1,unknow,penanggulangan,
246,Riau1Official,"Karhutla di Riau Tahun Ini sudah Menghanguskan 651 Hektar: https://t.co/fvfXioG0Q1 - ;Badan Penanggulangan Bencana Daerah (BPBD) Riau mengaku bersama Tim Satgas Udara yang terdiri dari TNI AU, Manggala Agni ;melakukan patroli udara untuk memantau… https://t.co/RiGLojz1T7 https://t.co/s2UmtP6OMg",karhutla riau tahun sudah hangus hektar badan tanggulang bencana daerah bpbd riau aku sama tim satgas udara diri tni au manggala agni laku patroli udara pantau,2022-07-01 7:13:04,2,1,kebakaran,kebakaran,
248,ingatlah_com,Tim Gabungan Patroli di Daerah Rawan Karhutla https://t.co/m1HdXyqdno,tim gabung patroli daerah rawankarhutla,2022-07-01 7:37:14,2,1,kebakaran,unknow,
249,red_Beritapojok,"Cegah Karhutla, Babinsa Gurun Panjang Terus Patroli dan Sosialisasi ke Pemilik Lahan https://t.co/eiOwNaozlT",cegah karhutla babinsa gurun panjang terus patroli sosialisasi pemiliklahan,2022-07-01 8:04:37,1,1,pencegahan,pencegahan,
250,voidotid,KLHK menyebut negara membutuhkan standardisasi penanganan karhutla karena dapat digunakan sebagai acuan pelaku usaha di bidang perkebunan dan kehutanan. https://t.co/OmEoA7xug9,klhk sebut negara butuh standardisasi tangan karhutla dapat bagai acu laku usaha bidang kebun hutan,2022-07-01 8:17:55,1,1,pencegahan,rehabilitasi,
251,Line_LKH,Babinsa Gurun Panjang Serda Sugianto Sosialisasi Karhutla https://t.co/RYOe1l2WXY,babinsa gurun panjang serda sugianto sosialisasikarhutla,2022-07-01 8:59:35,2,1,kebakaran,rehabilitasi,
253,KBA_ONE,"Karhutla di Gunung Keumala Aceh Jaya, Api Berhasil Dipadamkan Tim Satgas https://t.co/YJAyK2UeU1 https://t.co/dm0xngGQ4l",karhutla gunung keumala aceh jaya api hasil padam tim satgas,2022-07-01 11:27:26,1,1,pencegahan,kebakaran,
254,kodim0419tanjab,Anggota Koramil 419-02/TU ikuti Apel Pengendalian Karhutla https://t.co/vGx6wzVECY,anggota koramil tu ikut apel kendali karhutla,2022-07-01 11:55:17,2,1,kebakaran,rehabilitasi,
255,Beritasatu,"Enam Tahun, KLHK: Luas Areal Karhutla Turun Signifikan https://t.co/PxdKWVmkxh",enam tahun klhk luas areal karhutla turun signifikan,2022-07-01 12:10:30,2,1,kebakaran,mitigasi,
256,Anta_sena212,"Luas areal kebakaran hutan dan lahan atau karhutla menurun signifikan dalam enam tahun terakhir. Hal itu diungkapkan oleh Kementerian Lingkungan Hidup dan Kehutanan, Jumat (1/7/2022).
https://t.co/GYLxR07uNz",luas areal bakar hutan lahan karhutla turun signifikan enam tahun akhir itu ungkap menteri lingkung hidup hutan jumat,2022-07-01 12:20:09,1,1,pencegahan,kebakaran,
257,voidotid,Luas areal kebakaran hutan dan lahan (karhutla) menurun signifikan dalam enam tahun sejak Indonesia secara simultan memperbaiki sistem penanggulangannya. https://t.co/13W9hOJj4T,luas areal bakar hutan lahan karhutla turun signifikan enam tahun sejak indonesia cara simultan baik sistem tanggulang,2022-07-01 12:40:01,1,1,pencegahan,mitigasi,
258,sariagri_id,Dalam Kurun Enam Tahun Luas Areal Karhutla Turun Secara Signifikan https://t.co/u0vVsveJNk #sariagri #pertanian,kurun enam tahun luas areal karhutla turun cara signifikan sariagri tani,2022-07-01 14:14:03,1,1,pencegahan,rehabilitasi,
259,KementerianLHK,"Kementerian LHK bersama Kepolisian Republik Indonesia (#Polri) terus bersinergi dan berkolaborasi dalam menindak kejahatan lingkungan dan pencegahan kebakaran hutan dan lahan (#karhutla), demi menjaga keanekaragaman hayati alam nusantara. #klhk #HariBhayangkaraKe76 https://t.co/5OpLKV0Q6R",menteri lhk sama polisi republik indonesia polri terus sinergi kolaborasi tindak jahat lingkung cegah bakar hutan lahan karhutla jaga keanekaragaman hayati alam nusantara klhk haribhayangkarake,2022-07-01 14:23:12,1,1,pencegahan,pencegahan,
266,IDCorner,"KLHK Luncurkan Aplikasi Pemantauan Karhutla secara Real Time - https://t.co/CLZDtlRJNC 

#IDCORNER",klhk luncur aplikasi pantau karhutla cara real time idcorner,2022-07-01 19:12:01,1,1,pencegahan,pencegahan,
270,jawapos,PT WKN Gelar Sosialisasi dan Simulasi Penanggulangan  Karhutla https://t.co/VWpWZsjD6A,pt wkn gelar sosialisasi simulasi tanggulang karhutla,2022-07-02 1:46:28,2,1,kebakaran,pencegahan,
272,koramilpandak,"Babinsa Caturharjo koptu Ari usman fauzi memberikan Edukasi tentang pencegahan Karhutla kepada kuliah kerja nyata (KKN) mahasiswa UMY, di Rumah Bapak Kadus Tegal layang, Pandak.

“Kebetulan ada mahasiswa yang sedang https://t.co/veqApPuZ3L",babinsa caturharjo koptu ari usman fauzi beri edukasi cegah karhutla kuliah kerja nyata kkn mahasiswa umy rumah bapak kadus tegal layang pandakkebetulan mahasiswa sedang,2022-07-02 2:45:05,5,1,rehabilitasi,pencegahan,
273,sekilas_riau,"Selain Sosialisasi Karhutla, Babinsa Koramil 01 Juga Dampingi Para Petani https://t.co/Z3EpqwCpYw",sosialisasi karhutla babinsa koramil damping parapetani,2022-07-02 3:25:56,2,1,kebakaran,penanggulangan,
274,kodim0313kpr,"Secara Rutin, Babinsa Koramil 14/Kepenuhan, Gelar Patroli Dan Sosialisasi Karhutla https://t.co/0X8PEE5w3O",cara rutin babinsa koramil penuh gelar patroli sosialisasi karhutla,2022-07-02 3:29:14,1,1,pencegahan,pencegahan,
275,jamindependent,"97 Personel Karhutla Berangkat, Ini Daerah-daerah Tujuan Rawan Karhutla di Jambi https://t.co/oHcjKeDQo6",personel karhutla berangkat daerahdaerah tuju rawan karhutla jambi,2022-07-02 3:38:02,2,1,kebakaran,pencegahan,
276,HumasJambi,"Polresta Jambi Update 

Kapolresta Jambi 

Acara pelepasan Personel pencegahan KARHUTLA Propinsi Jambi.

Lapangan Makorem 042/Gapu.
Sabtu. 02/07/22. 08.00 Wib.

#polriuntukindonesia
#polrestajambi
#makorem042/gapu
#bpbdjambi
#cegahkarhutla
#divisihumaspolri
@polda_jambi https://t.co/ECtJkvYsc2",polresta jambi update kapolresta jambi acara lepas personel cegah karhutla propinsi jambilapangan makorem gapusabtu wibpolriuntukindonesiapolrestajambimakoremgapubpbdjambicegahkarhutladivisihumaspolri,2022-07-02 3:41:26,1,1,pencegahan,pencegahan,
277,kodim0313kpr,"Cegah Karhutla, Babinsa Koramil 12/XIII Koto Kampar Gencar Patroli dan Sosialisasi Kepada Warga https://t.co/zwYTLcyjrj",cegah karhutla babinsa koramil xi koto kampar gencar patroli sosialisasi warga,2022-07-02 3:52:00,1,1,pencegahan,pencegahan,
278,jamindependent,"Antisipasi Karhutla di Jambi, Kasrem: Jangan Pulang Sebelum Api Padam https://t.co/QeEIvyA5Kv",antisipasi karhutla jambi kasrem jangan pulang api padam,2022-07-02 4:39:33,2,1,kebakaran,mitigasi,
279,HeraldKalsel,Tanah Laut Tetapkan Siaga Bencana untuk PMK dan Karhutla https://t.co/CzYbhyKUWh,tanah laut tetap siaga bencana pmk dankarhutla,2022-07-02 5:01:27,2,1,kebakaran,pencegahan,
280,sharelamanesia,"Atasi Karhutla, Kasrem 042/Gapu Lepas Keberangkatan Satgas Karhutla Provinsi Jambi https://t.co/vhplA5IBtc",atas karhutla kasrem gapu lepas berangkat satgas karhutla provinsi jambi,2022-07-02 5:33:48,1,1,pencegahan,kebakaran,
281,MedialokalCo,Himbauan Terhadap Warga Terkait Karhutla Oleh Sertu Bendri https://t.co/3YJTGy1GP6 https://t.co/7YvqI36BSB,himbauan hadap warga kait karhutla sertu bendri,2022-07-02 5:40:09,2,1,kebakaran,pencegahan,
282,RRIPrograma3,"#Live wawancara dengan Direktur Pengendalian Kebakaran Hutan dan Lahan (PKHL) - Basar Manullang terkait dalam 6 tahun terakhir, luas areal karhutla menurun signifikan
 
Selengkapnya dengarkan di 88,8FM, RRINET &amp; RRI PlayGo. -AMD",live wawancara direktur kendali bakar hutan lahan pkhl basar manullang kait tahun akhir luas areal karhutla turun signifikan lengkap dengar fm rrinet amp rri playgo amd,2022-07-02 6:37:57,1,1,pencegahan,kebakaran,
283,callmeghif,RT @KementerianLHK: Kementerian LHK bersama Kepolisian Republik Indonesia (#Polri) terus bersinergi dan berkolaborasi dalam menindak kejaha…,menteri lhk sama polisi republik indonesia polri terus sinergi kolaborasi tindak jaha,2022-07-02 7:07:02,1,1,pencegahan,unknow,
284,sariagri_id,"[AGRIDAILY]
Kementerian Lingkungan Hidup dan Kehutanan mencatat luas areal kebakaranmenurun signifikan dalam enam tahun sejak Indonesia secara simultan memperbaiki sistem penanggulangannya.
https://t.co/vR6DF0WG0B

#sariagri #faktaunik #infounik #berita #news #sariagri #kehutanan https://t.co/mk0FRD0XVv",agridailykementerian lingkung hidup hutan catat luas areal kebakaranmenurun signifikan enam tahun sejak indonesia cara simultan baik sistem tanggulang faktaunik infounik berita news sariagri hutan,2022-07-02 8:19:00,1,1,pencegahan,,
285,kodim0322siak,"Babinsa Serda Roni Panjaitan Saat Patroli Karhutla di Kampung Jambai Makmur, Tidak Ditemukan Titik Api dan Asap https://t.co/6wWVHjomFv",babinsa serda roni panjaitan patroli karhutla kampung jambai makmur temu titik api asap,2022-07-02 9:08:56,1,1,pencegahan,kebakaran,
295,YahyaVina,"Indonesia siap meluncurkan standarisasi penanganan kebakaran hutan dan lahan (karhutla). Standarisasi ini akan menjadi pedoman berbagai pihak dalam menangani karhutla.

#Jokowi 
#TepatSubsidiUntukRI 
#beritamerahputih 
#SpotifyBikinBeda 
#TimnasDay 
#MTVLAFANDOMEXO https://t.co/OB0lLsmC5L",indonesia siap luncur standar tangan bakar hutan lahan karhutla standar akan jadi pedoman bagai pihak tangan karhutlajokowi tepatsubsidiuntukri beritamerahputih spotifybikinbeda timnasday mtvlafandomexo,2022-07-02 9:15:28,2,1,kebakaran,mitigasi,
297,wisatasiak,"Sulap Embung Karhutla Jadi Destinasi Wisata, Pernah jadi Desa Tertinggal di Siak,Kini 50 Besar ADWI - Tribun Pekanbaru https://t.co/ieiaiJryts",sulap embung karhutla jadi destinasi wisata pernah jadi desa tinggal siakkini besar adwi tribun pekanbaru,2022-07-02 9:41:19,1,1,pencegahan,mitigasi,
301,SayaQweqwe,RT @HernandoSafirah: Indonesia siap meluncurkan standarisasi penanganan kebakaran hutan dan lahan (karhutla). Standarisasi ini akan menjadi…,indonesia siap luncur standar tangan bakar hutan lahan karhutla standar akan jadi,2022-07-02 10:23:51,1,1,pencegahan,penanggulangan,
302,SayaQweqwe,RT @NafilaQ: Indonesia siap meluncurkan standarisasi penanganan kebakaran hutan dan lahan (karhutla). Standarisasi ini akan menjadi pedoman…,indonesia siap luncur standar tangan bakar hutan lahan karhutla standar akan jadi pedoman,2022-07-02 10:23:54,1,1,pencegahan,rehabilitasi,
303,redaksidetail,"Dari hasil observasi lapangan diketahui pula bahwa dari 59 titik sekat kanal yang dibangun oleh PT WKS di sekitar areal bekas lokasi kebakaran, 4 diantaranya telah mengalami kerusakan parah. https://t.co/src1P9dKZc",hasil observasi lapang tahu bahwa titik sekat kanal bangun pt wks sekitar areal bekas lokasi bakar telah alami rusa parah,2022-07-02 11:30:06,1,1,pencegahan,penanggulangan,
304,50Kodim,"Dalam rangka mencegah terjadinya kebakaran hutan dan lahan (Karhutla) Bati Komsos Koramil 03 Suliki Kodim 0306/50 Kota Pelda Agus Karya melakukan Komsos dengan warga masyarakat guna pencegahan dan pengendalian kebakaran hutan dan lahan, berlokasi di Jorong Penago Nagari Limbanang https://t.co/ytDPJx9edn",rangka cegah jadi bakar hutan lahan karhutla bati komsos koramil suliki kodim kota pelda agus karya laku komsos warga masyarakat cegah kendali bakar hutan lahan lokasi jorong tago nagari limbanang,2022-07-02 12:26:42,1,1,pencegahan,pencegahan,
306,humasrestebo,"Cegah Karhutla bhabinkamtibmas Polsek VII Koto Rutin berikan Himbauan kepada warga
.
#HariBhayangkaraKe76 
#polrestebo 
#tebotoday https://t.co/s3jDYxMew1",cegah karhutla bhabinkamtibmas polsek vii koto rutin ikan himbauan wargaharibhayangkarake polrestebo tebotoday,2022-07-02 14:30:59,1,1,pencegahan,pencegahan,
307,antaranews,97 personel satgas gabungan disebar ke lokasi rawan karhutla Jambi https://t.co/TwxqDuKaNt,personel satgas gabung sebar lokasi rawan karhutla jambi,2022-07-02 14:59:05,2,1,kebakaran,penanggulangan,
308,wisatasiak,"Bupati Siak, Alfedri Wujudkan Siak Hijau dengan Mitigasi Karhutla - Aktualdetik https://t.co/0dSC6RyRgb https://t.co/dRYk8e5CSH",bupati siak alfedri wujud siak hijau mitigasi karhutla aktualdetik,2022-07-02 15:40:35,1,1,pencegahan,pencegahan,
309,wisatasiak,"Berhasil Tekan Angka Karhutla, 4 Kampung di Siak Ini Dapat Penghargaan - Tribun Pekanbaru https://t.co/AAbOrAl1Ab",hasil tekan angka karhutla kampung siak dapat harga tribun pekanbaru,2022-07-02 15:40:37,1,1,pencegahan,unknow,
310,infobmkgkalbar,"Hai Sobat Info BMKG Kalbar,
Potensi kemudahan terjadinya kebakaran hutan dan lahan di wilayah KalBar perlu diwaspadai tanggal 003 sd 05 dan 07 s.d 09 Juli 2022 beberapa wilayah masuk kategori mudah – sangat mudah terbakar.
#karhutla 
#karhutlakalbar #infobmkgkalbar 
#cuacakalbar https://t.co/ubjOOUA2zZ",hai sobat info bmkg kalbarpotensi mudah jadi bakar hutan lahan wilayah kalbar perlu waspada tanggal sd sd juli beberapa wilayah masuk kategori mudah sangat mudah terbakarkarhutla karhutlakalbar infobmkgkalbar cuacakalbar,2022-07-03 0:06:36,2,1,kebakaran,pencegahan,
311,WidyanaHilda,"Personel Polsek GB Awai Gencar Lakukan Pencegahan, Antisipasi Karhutla https://t.co/ABYe4VKngd https://t.co/M9k3UE7G6q",personel polsek gb awai gencar laku cegah antisipasi karhutla,2022-07-03 0:50:11,1,1,pencegahan,pencegahan,
312,Opsi_min,"Termasuk OKI, 3 Kabupaten Jadi Proyek Pencegahan Karhutla Berbasis Klaster – inews – https://t.co/TJsL5WgEJ7 – #MediaInformasi https://t.co/qzPkG1WVlM",masuk oki kabupaten jadi proyek cegah karhutla bas klaster inews mediainformasi,2022-07-03 1:45:58,1,1,pencegahan,unknow,
313,ISalutem,"Paradigma Baru Pemanfaatan Teknologi Modifikasi Cuaca Dalam Upaya Penanganan Bencana Karhutla
https://t.co/9VMMoHd71s https://t.co/YJFBtUfln1",paradigma baru manfaat teknologi modifikasi cuaca upaya tangan bencana karhutla,2022-07-03 1:48:31,1,1,pencegahan,pencegahan,
314,kopichuchu,"yang gak ngerokok/vape/pod aja dah bolong ni paru-paru gara-gara tiap nongkrong (krn emang ada perlu) selalu ada dua-tiga orang yang ngudud, ditambah selama ini tinggal di daerah yang hampir tiap tahun terdampak smog dan karhutla",gak ngerokokvapepod aja dah bolong ni paruparu garagara tiap nongkrong krn emang perlu selalu duatiga orang ngudud tambah lama tinggal daerah hampir tiap tahun dampak smog karhutla,2022-07-03 2:42:05,5,1,rehabilitasi,unknow,
316,FeryArd68865305,Cek Madu Biomaag Bio Maag Kronis Asam Lambung Tinggi Gerd Radang Usus AxientyTukak LambungNyeriUlu Hati SesakNafas Nyeri Di Dada Berdebar Perut Mual KembungSembelit Tidak Bisa Buang AnginDanSakit Lambungdengan harga Rp185.000. Dapatkan di Shopee sekarang! https://t.co/bD4wMDV90h,cek madu biomaag bio maag kronis asam lambung tinggi gerd radang usus axientytukak lambungnyeriulu hati sesaknafas nyeri dada debar perut mual kembungsembelit bisa buang angindansakit lambungdengan harga rp di shopee sekarang,2022-07-03 3:45:44,5,1,rehabilitasi,unknow,
317,kodim0313kpr,Babinsa Dan Warga Patroli Karhutla Di Wilayah https://t.co/c4iP1F7ShA,babinsa warga patroli karhutla wilayah,2022-07-03 3:49:10,2,1,kebakaran,pencegahan,
318,bertuahpos,BPBD Riau: Juli dan Agustus Perlu Waspadai Karhutla https://t.co/vsBeH1pj2p,bpbd riau juli agustus perlu waspadaikarhutla,2022-07-03 4:01:01,2,1,kebakaran,pencegahan,
320,ElshintaDotcom,Tiga kabupaten jadi proyek pencegahan karhutla berbasis klaster https://t.co/MIB7Xm8DtA,tiga kabupaten jadi proyek cegah karhutla bas klaster,2022-07-03 4:51:44,2,1,kebakaran,pencegahan,
321,kodim0313kpr,"Bertempat di Desa Muara Selaya,Sertu Heri Santoso Babinsa Koramil 05/KK Gencarkan Patroli Karhutla https://t.co/PlJTT4ms2E",tempat desa muara selayasertu heri santoso babinsa koramil kk gencar patroli karhutla,2022-07-03 4:55:29,1,1,pencegahan,pencegahan,
322,kodim0313kpr,Babinsa Koramil 01/Bkn Ajak Masyarakat melakukan Patroli Karhutla. https://t.co/64IP31bZh2,babinsa koramil bkn ajak masyarakat laku patroli karhutla,2022-07-03 5:20:10,2,1,kebakaran,pencegahan,
323,MedialokalCo,Terus Lakukan Pantauan Terhadap Karhutla Oleh Babinsa Koramil 07/Reteh https://t.co/1EZHX3IEz3 https://t.co/cuqoY8sCMa,terus laku pantau hadap karhutla babinsa koramil reteh,2022-07-03 5:40:11,2,1,kebakaran,pencegahan,
324,MedialokalCo,"Dampak Dari Karhutla, Babinsa Koramil 04/Kuindra Terus Lakukan Patroli Bersama Warga Petani Kelapa https://t.co/Sy37WG8lhp https://t.co/Qq1XErFhnj",dampak karhutla babinsa koramil indra terus laku patroli sama warga tani kelapa,2022-07-03 5:48:10,1,1,pencegahan,pencegahan,
325,kodim0322siak,"Babinsa koramil 06/Pwk Sabak Auh Serda Slamet  bersama MPA melaksanakan Patroli Karhutla di Rt 03 Rw 04 Kampung Bandar Sungai Kecamatan Sabak Auh kabupaten Siak.

https://t.co/NbEMsPenQL",babinsa koramil pwk sabak auh serda slamet sama mpa laksana patroli karhutla rt rw kampung bandar sungai camat sabak auh kabupaten siak,2022-07-03 8:13:28,2,1,kebakaran,unknow,
329,viral_sumsel,"BPSILHK, APHI, GAPKI dan JMSI Sumsel Gelar Diskusi Indonesia Siap Luncurkan Standarisasi Penanganan Karhutla via @@viral_sumsel https://t.co/xGjgqEHvqW",bpsilhk aphi gapki jmsi sumsel gelar diskusi indonesia siap luncur standar tangan karhutla via,2022-07-03 9:43:28,1,1,pencegahan,unknow,
330,OLTransformasi,"New post: BPSILHK, APHI, GAPKI dan JMSI Sumsel Gelar Diskusi Indonesia Siap Luncurkan Standarisasi Penanganan https://t.co/rcuAOeMC0B",new post bpsilhk aphi gapki jmsi sumsel gelar diskusi indonesia siap luncur standar tangan,2022-07-03 11:37:37,1,1,pencegahan,penanggulangan,
331,Riau1Official,"Titik Panas di Riau Meningkat Signifikan: https://t.co/fvfXioG0Q1 - ;Masyarakat diminta untuk meningkatkan kewaspadaan terhadap potensi Kebakaran Hutan dan Lahan (Karhutla). gigih1 “Terutama di Juli dan Agustus, ya. Karena Riau kembali masih mu https://t.co/jTNZ5aaPP6 https://t.co/gQHLmmirt0",titik panas riau tingkat signifikan masyarakat minta tingkat waspada hadap potensi bakar hutan lahan karhutla gigih utama juli agustus karena riau masih mu,2022-07-03 12:17:06,5,1,rehabilitasi,pencegahan,
332,antaranews,Embung Muntialo di Tanjabbar jadi kawasan wisata edukasi Karhutla https://t.co/VqLBk663R3,embung muntialo tanjabbar jadi kawasan wisata edukasi karhutla,2022-07-03 13:25:35,2,1,kebakaran,rehabilitasi,
333,ComAntaranews,"""Embung Muntialo"" di Tanjabbar Jambi jadi kawasan wisata edukasi Karhutla - ANTARA News Jambi https://t.co/bxGVi1aGm0",embung muntialo tanjabbar jambi jadi kawasan wisata edukasi karhutla news jambi,2022-07-03 15:13:24,1,1,pencegahan,rehabilitasi,
334,haloarctic,"RT @katzen_jammer: Bapak @jokowi yang terhormat. Bagaimana ini pak persoalan Papua, pengkerdilan KPK, dan karhutla. Mengapa bangsa ini teru…",bapak hormat bagaimana pak soal papua kerdil kpk karhutla bangsa teru,2022-07-03 17:35:56,1,1,pencegahan,unknow,
336,sepedaantik,antik.. Embung Muntialo Tanjab Barat Jambi jadi kawasan wisata edukasi Karhutla - ANTARA Sumatera Selatan https://t.co/tjg9iKq2Of,antik embung muntialo tanjab barat jambi jadi kawasan wisata edukasi karhutla sumatera selatan,2022-07-03 23:50:03,1,1,pencegahan,unknow,
337,kalbar_news,"Diskusi Standarisasi Penanganan Karhutla Bersama BPSILHK, APHI, GAPKI Dan JMSI Sumsel https://t.co/NqCnwEYqyK",diskusi standar tangan karhutla sama bpsilhk aphi gapki jmsi sumsel,2022-07-04 0:06:48,1,1,pencegahan,rehabilitasi,
338,infobmkgkalbar,"Hai Sobat Info BMKG Kalbar,
Potensi kemudahan terjadinya kebakaran hutan dan lahan di wilayah KalBar perlu diwaspadai tanggal 04 sd 06 Juli 2022 beberapa wilayah masuk kategori mudah – sangat mudah terbakar.
#karhutla 
#karhutlakalbar 
#infobmkgkalbar 
#cuacakalbar https://t.co/XklzNCzItH",hai sobat info bmkg kalbarpotensi mudah jadi bakar hutan lahan wilayah kalbar perlu waspada tanggal sd juli beberapa wilayah masuk kategori mudah sangat mudah terbakarkarhutla karhutlakalbar infobmkgkalbar cuacakalbar,2022-07-04 0:08:18,2,1,kebakaran,pencegahan,
339,halloriau,"Kemarau Juli dan Agustus, BPBD Riau Ingatkan Masyarakat Waspada Karhutla

https://t.co/wixPv32wVO",kemarau juli agustus bpbd riau ingat masyarakat waspada karhutla,2022-07-04 1:15:14,1,1,pencegahan,pencegahan,
340,sipongi_klhk,"#SobatSipongi Manggala Agni Daops Sumatera VII/ Rengat melakukan pemadaman dini di Desa Pangkalan Panduk Kec. Kerumutan Kab. Pelalawan Provinsi Riau pada Minggu, 3 Juli 2022.

Yuk sobat, bersama kita #cegahkarhutla!!

#klhk #manggalaagni #karhutla https://t.co/6AX3thKnid",sobatsipongi manggala agni daops sumatera vii rengat laku madam dini desa pangkal panduk kec kerumutan kab pelalawan provinsi riau minggu juli yuk sobat sama cegahkarhutlaklhk manggalaagni karhutla,2022-07-04 1:42:57,1,1,pencegahan,kebakaran,
341,RadarPalembang_,"Gelar diskusi dengan tema “Peran para pihak dalam mendukung penerapan standar instrumen pengendalian karhutla di tingkat tapak”.
https://t.co/Uh3PtZ5Apz",gelar diskusi tema peran pihak dukung terap standar instrumen kendali karhutla tingkat tapak,2022-07-04 1:51:30,1,1,pencegahan,pencegahan,
342,batamtoday,JMSI Sumsel Gelar Diskusi Standarisasi Penanganan Karhutla https://t.co/1pvK34dYpw,jmsi sumsel gelar diskusi standar tangan karhutla,2022-07-04 2:05:03,2,1,kebakaran,pencegahan,
343,Kalbar_Satu,"BPSILHK, APHI, GAPKI dan JMSI Sumsel Gelar Diskusi Indonesia Siap Luncurkan Standarisasi Penanganan Karhutla https://t.co/vrzEjiOkeh",bpsilhk aphi gapki jmsi sumsel gelar diskusi indonesia siap luncur standar penanganankarhutla,2022-07-04 3:44:04,1,1,pencegahan,unknow,
344,Kalbar_Satu,"BPSILHK, APHI, GAPKI dan JMSI Sumsel Gelar Diskusi Indonesia Siap Luncurkan Standarisasi Penanganan Karhutla https://t.co/Ickf2VMKE9",bpsilhk aphi gapki jmsi sumsel gelar diskusi indonesia siap luncur standar tangan karhutla,2022-07-04 3:55:51,1,1,pencegahan,unknow,
345,kodim0313kpr,KOMSOS TERUS DIGIATKAN BABINSA AGAR CEGAH KARHUTLA DIWILAYAAH BINAAN. https://t.co/mzAAERufjN,komsos terus giat babinsa cegah karhutla diwilayaah bina,2022-07-04 4:09:02,2,1,kebakaran,pencegahan,
346,metrojambi,Embung Muntialo di Tanjabbar Jadi Kawasan Wisata Edukasi Karhutla - https://t.co/srxNm4p3xC | Berita Jambi Digital https://t.co/94ACMo94mP,embung muntialo tanjabbar jadi kawasan wisata edukasi karhutla berita jambi digital,2022-07-04 4:39:21,1,1,pencegahan,unknow,
347,kodim0313kpr,"Waspada Karhutla, Babinsa Koramil 12/XIII koto Kampar Laksanakan Patroli Karhutla https://t.co/9KDmxOelgf",waspada karhutla babinsa koramil xi koto kampar laksana patroli karhutla,2022-07-04 4:44:04,1,1,pencegahan,pencegahan,
348,MedialokalCo,Serda Ali Borkad Harahap Bersama Masyarakat Peduli Api Terkait Karhutla https://t.co/fbReHuZWBT https://t.co/MLUrXWYCai,serda ali borkad harahap sama masyarakat peduli api kait karhutla,2022-07-04 5:20:04,1,1,pencegahan,penanggulangan,
349,MedialokalCo,Patroli Bekas dan Sosialisasi Guna Cegah Karhutla Oleh Serda Wahyudin di Wilayah Binaan https://t.co/B54rOI59AE https://t.co/b1Ewjg0SM1,patroli bekas sosialisasi cegah karhutla serda wahyudin wilayah bina,2022-07-04 5:44:06,1,1,pencegahan,mitigasi,
350,Defrian38829563,JMSI Sumsel Gelar Diskusi Indonesia Siap Luncurkan Standarisasi Penanganan Karhutla https://t.co/EHhwaocaVK,jmsi sumsel gelar diskusi indonesia siap luncur standar tangan karhutla,2022-07-04 6:02:03,1,1,pencegahan,mitigasi,
351,sipongi_klhk,"#SobatSipongi Kemarin (Minggu, 3Juli 2022), Manggala Agni Daops Sumatera III/ Labuhanbatu berhasil memadamkan api dengan menggunakan 1 unit mobil damkar dan pompa punggung.

Sobat, mari bersama kita cegah karhutla.

#cegahkarhutla #manggalaagni #sipongi https://t.co/Tyw2p8Dibr",sobatsipongi kemarin minggu juli manggala agni daops sumatera i labuhanbatu hasil madam api guna unit mobil damkar pompa punggungsobat sama cegah karhutlacegahkarhutla manggalaagni sipongi,2022-07-04 6:12:07,1,1,pencegahan,pencegahan,
352,sekilas_riau,"Cuaca Panas Terik, Koramil 05/Rm Laksanakan Patroli dan Sosialisasi Karhutla https://t.co/plrjww5CVL",cuaca panas terik koramil rm laksana patroli sosialisasikarhutla,2022-07-04 7:03:02,2,1,kebakaran,penanggulangan,
